episode,total_reward,avg_energy_saved,avg_comfort_score,avg_wait_time,epsilon
545,-22.0,-0.7785,0.858,0.0727,0.33585
546,56.5,1.8015,0.915,0.0515,0.335178
547,92.0,4.542,0.924,0.0505,0.334508
548,28.5,-0.381,0.869,0.0515,0.333839
549,90.5,3.888,0.929,0.035,0.333171
550,65.0,2.4045,0.885,0.0447,0.332505
551,45.0,1.4445,0.937,0.0548,0.33184
552,39.5,2.964,0.883,0.0552,0.331176
553,90.5,0.6015,0.923,0.0355,0.330514
554,60.0,2.1165,0.879,0.0462,0.329853
555,69.0,0.804,0.891,0.042,0.329193
556,11.0,1.038,0.889,0.0633,0.328534
557,79.0,0.096,0.909,0.0395,0.327877
558,63.0,-0.2055,0.906,0.0498,0.327222
559,11.0,-1.947,0.85,0.0645,0.326567
560,24.5,0.5805,0.863,0.0545,0.325914
561,46.5,3.3315,0.883,0.0545,0.325262
562,79.0,0.99,0.888,0.0378,0.324612
563,50.5,1.374,0.912,0.0452,0.323963
564,20.0,1.8435,0.894,0.0585,0.323315
565,26.0,-0.456,0.902,0.0575,0.322668
566,69.0,2.991,0.911,0.0442,0.322023
567,80.0,2.277,0.889,0.0387,0.321379
568,24.0,2.091,0.879,0.0603,0.320736
569,71.0,1.197,0.896,0.0358,0.320094
570,84.0,1.3335,0.957,0.033,0.319454
571,72.0,2.1285,0.905,0.0508,0.318815
572,47.5,1.3005,0.891,0.054,0.318178
573,68.5,0.9225,0.893,0.0348,0.317541
574,35.0,-0.4935,0.848,0.0537,0.316906
575,106.5,1.731,0.929,0.0365,0.316272
576,68.0,2.0955,0.943,0.0485,0.31564
577,122.5,1.926,0.92,0.0215,0.315009
578,90.5,2.5425,0.923,0.0362,0.314379
579,81.5,1.8975,0.899,0.0457,0.31375
580,47.0,2.586,0.909,0.0575,0.313122
581,46.0,0.6135,0.889,0.0578,0.312496
582,56.5,1.1685,0.901,0.0447,0.311871
583,131.0,2.8245,0.937,0.028,0.311247
584,103.5,1.5735,0.901,0.0425,0.310625
585,50.5,0.3825,0.899,0.038,0.310004
586,92.0,2.0865,0.919,0.0372,0.309384
587,95.5,4.446,0.923,0.0435,0.308765
588,120.0,2.907,0.942,0.0233,0.308147
589,121.5,3.3795,0.95,0.0283,0.307531
590,5.5,2.3175,0.871,0.0693,0.306916
591,74.0,0.72,0.903,0.0393,0.306302
592,81.0,1.356,0.931,0.0455,0.305689
593,81.0,1.5165,0.911,0.038,0.305078
594,37.5,-0.3315,0.895,0.0483,0.304468
595,109.5,3.219,0.94,0.0348,0.303859
596,116.0,0.7665,0.955,0.023,0.303251
597,77.5,1.641,0.912,0.0388,0.302645
598,77.0,2.049,0.87,0.053,0.302039
599,138.5,-0.1455,0.938,0.0262,0.301435
600,79.5,3.2505,0.895,0.0442,0.300833
601,-8.5,-1.923,0.865,0.067,0.300231
602,97.5,1.7745,0.958,0.0335,0.29963
603,120.5,4.0725,0.923,0.0345,0.299031
604,111.0,5.1,0.901,0.036,0.298433
605,118.0,2.187,0.923,0.0327,0.297836
606,58.5,0.2115,0.89,0.047,0.297241
607,94.5,2.886,0.926,0.0353,0.296646
608,33.0,-0.498,0.865,0.058,0.296053
609,88.0,2.2425,0.901,0.0315,0.295461
610,91.5,3.258,0.907,0.031,0.29487
611,92.0,0.5085,0.903,0.0355,0.29428
612,147.0,2.166,0.94,0.0217,0.293691
613,135.5,1.4355,0.921,0.0305,0.293104
614,72.0,0.1995,0.898,0.0407,0.292518
615,84.5,1.023,0.91,0.0348,0.291933
616,123.0,2.0745,0.942,0.033,0.291349
617,97.0,2.622,0.92,0.0318,0.290766
618,94.5,2.223,0.92,0.036,0.290185
619,42.5,0.3525,0.889,0.048,0.289604
620,74.0,2.0265,0.907,0.0402,0.289025
621,105.0,3.855,0.884,0.0325,0.288447
622,108.0,1.386,0.907,0.0375,0.28787
623,28.0,3.5805,0.877,0.066,0.287294
624,69.5,0.303,0.895,0.043,0.28672
625,92.0,0.4995,0.926,0.034,0.286146
626,48.0,-0.39,0.872,0.044,0.285574
627,60.0,1.707,0.877,0.043,0.285003
628,103.5,-0.39,0.889,0.0395,0.284433
629,78.0,1.005,0.894,0.0463,0.283864
630,63.5,0.6495,0.908,0.0472,0.283296
631,52.5,2.5845,0.896,0.0465,0.28273
632,100.5,0.5715,0.922,0.0403,0.282164
633,59.0,1.161,0.904,0.0442,0.2816
634,51.5,3.8655,0.904,0.0532,0.281037
635,81.0,1.959,0.923,0.0378,0.280475
636,117.5,3.8535,0.943,0.0342,0.279914
637,162.5,3.846,0.961,0.0217,0.279354
638,108.5,4.032,0.916,0.0308,0.278795
639,25.0,1.035,0.886,0.0612,0.278238
640,120.5,2.6685,0.93,0.0305,0.277681
641,159.5,6.1965,0.971,0.0322,0.277126
642,64.0,3.7215,0.933,0.0393,0.276572
643,99.5,1.4805,0.934,0.0345,0.276018
644,8.0,1.0095,0.877,0.055,0.275466
645,65.0,0.432,0.865,0.037,0.274915
646,77.0,1.1985,0.923,0.0442,0.274366
647,95.0,3.297,0.938,0.038,0.273817
648,84.5,0.6405,0.884,0.0342,0.273269
649,126.0,2.4885,0.928,0.0178,0.272723
650,110.0,2.9535,0.936,0.0308,0.272177
651,54.5,0.849,0.9,0.0457,0.271633
652,119.0,2.922,0.913,0.026,0.27109
653,54.5,1.6335,0.896,0.0405,0.270547
654,122.0,1.5705,0.921,0.0365,0.270006
655,73.5,-0.7635,0.888,0.0457,0.269466
656,99.5,0.294,0.919,0.0362,0.268927
657,94.5,1.4475,0.924,0.037,0.26839
658,30.5,2.724,0.894,0.0505,0.267853
659,68.5,1.152,0.884,0.038,0.267317
660,86.5,2.136,0.91,0.0343,0.266782
661,110.5,1.6965,0.954,0.0407,0.266249
662,91.5,4.0875,0.948,0.0398,0.265716
663,96.5,1.518,0.905,0.034,0.265185
664,65.0,0.9255,0.895,0.0372,0.264655
665,30.5,2.13,0.882,0.057,0.264125
666,36.5,-0.3675,0.892,0.0535,0.263597
667,95.0,0.5535,0.929,0.0393,0.26307
668,116.0,2.5485,0.891,0.0348,0.262544
669,111.5,-0.444,0.958,0.0257,0.262019
670,54.5,-1.1115,0.877,0.0423,0.261495
671,33.0,-0.5625,0.877,0.0535,0.260972
672,83.0,0.063,0.882,0.0393,0.26045
673,111.0,-0.1245,0.951,0.0347,0.259929
674,116.5,1.4895,0.932,0.0285,0.259409
675,117.0,2.6715,0.93,0.033,0.25889
676,103.5,2.2875,0.954,0.0315,0.258372
677,99.5,4.6545,0.92,0.0307,0.257856
678,116.5,1.263,0.918,0.0305,0.25734
679,76.5,3.003,0.918,0.0465,0.256825
680,109.5,4.269,0.939,0.029,0.256311
681,64.5,1.74,0.882,0.0442,0.255799
682,121.5,5.0505,0.943,0.03,0.255287
683,37.5,0.477,0.881,0.0545,0.254777
684,137.0,0.7395,0.925,0.025,0.254267
685,33.5,-2.2515,0.857,0.0497,0.253759
686,52.5,1.971,0.888,0.0427,0.253251
687,115.5,2.4405,0.922,0.0308,0.252745
688,65.0,2.199,0.922,0.0433,0.252239
689,30.0,0.4095,0.863,0.0537,0.251735
690,90.5,-2.1645,0.883,0.034,0.251231
691,15.5,0.8235,0.884,0.0568,0.250729
692,112.0,2.853,0.925,0.0325,0.250227
693,100.0,2.0595,0.911,0.0362,0.249727
694,159.5,0.9645,0.921,0.0217,0.249227
695,68.0,-0.8625,0.912,0.0325,0.248729
696,64.0,1.4025,0.91,0.0522,0.248231
697,70.5,1.6605,0.928,0.0367,0.247735
698,101.5,1.992,0.929,0.0328,0.247239
699,87.0,3.066,0.953,0.0375,0.246745
700,146.5,2.286,0.969,0.0283,0.246252
701,101.0,2.6865,0.949,0.0393,0.245759
702,124.5,1.593,0.961,0.0325,0.245267
703,76.5,2.2455,0.913,0.0443,0.244777
704,83.5,2.2725,0.886,0.0362,0.244287
705,125.5,3.36,0.946,0.0253,0.243799
706,113.0,3.771,0.942,0.028,0.243311
707,118.5,1.605,0.926,0.0333,0.242825
708,103.5,3.7635,0.944,0.0395,0.242339
709,133.5,2.037,0.948,0.02,0.241854
710,55.5,0.165,0.893,0.0512,0.241371
711,106.5,1.3605,0.95,0.0325,0.240888
712,109.0,1.8675,0.915,0.03,0.240406
713,91.0,0.3255,0.899,0.0322,0.239925
714,143.5,2.127,0.953,0.02,0.239445
715,142.5,3.042,0.967,0.0238,0.238966
716,90.5,1.686,0.941,0.0372,0.238489
717,129.5,4.743,0.939,0.0293,0.238012
718,108.0,0.876,0.879,0.0318,0.237536
719,45.5,1.3215,0.87,0.0453,0.23706
720,37.5,2.211,0.861,0.048,0.236586
721,111.0,4.4925,0.931,0.0325,0.236113
722,136.0,1.5435,0.946,0.0303,0.235641
723,106.5,0.897,0.921,0.0338,0.23517
724,61.5,2.01,0.887,0.0532,0.234699
725,91.5,0.4335,0.934,0.0395,0.23423
726,108.5,1.401,0.953,0.0218,0.233761
727,95.0,0.8775,0.931,0.0355,0.233294
728,116.0,0.9735,0.922,0.0392,0.232827
729,133.5,2.6745,0.909,0.0285,0.232362
730,75.0,3.801,0.918,0.0425,0.231897
731,90.5,1.7655,0.913,0.0442,0.231433
732,105.5,4.014,0.933,0.045,0.23097
733,100.5,2.778,0.938,0.0325,0.230508
734,105.5,3.597,0.915,0.0387,0.230047
735,107.5,4.0545,0.95,0.0318,0.229587
736,110.5,3.237,0.905,0.0405,0.229128
737,102.5,2.2515,0.953,0.032,0.22867
738,83.5,2.4585,0.902,0.03,0.228213
739,124.0,2.88,0.94,0.0308,0.227756
740,91.5,3.75,0.916,0.036,0.227301
741,149.0,2.103,0.956,0.0187,0.226846
742,83.5,1.152,0.914,0.038,0.226392
743,123.5,4.407,0.957,0.0368,0.22594
744,96.5,3.1635,0.939,0.037,0.225488
745,115.5,1.188,0.934,0.0355,0.225037
746,94.5,4.1565,0.927,0.039,0.224587
747,88.0,2.121,0.918,0.0362,0.224137
748,85.0,-0.0585,0.948,0.0377,0.223689
749,114.0,2.7435,0.954,0.0377,0.223242
750,120.5,3.4365,0.935,0.026,0.222795
751,148.5,2.109,0.944,0.023,0.22235
752,84.5,2.43,0.917,0.0433,0.221905
753,68.0,3.1905,0.923,0.0468,0.221461
754,62.5,2.187,0.934,0.0453,0.221018
755,106.0,1.77,0.946,0.0295,0.220576
756,167.5,4.4505,0.946,0.0248,0.220135
757,135.5,4.713,0.935,0.0312,0.219695
758,92.0,2.5185,0.921,0.0323,0.219255
759,95.5,1.2045,0.897,0.0315,0.218817
760,120.0,2.3775,0.946,0.0218,0.218379
761,94.5,3.57,0.925,0.0365,0.217942
762,84.0,4.4955,0.92,0.045,0.217507
763,161.0,5.0085,0.938,0.0275,0.217072
764,131.5,6.954,0.958,0.0302,0.216637
765,55.5,-0.0495,0.894,0.0455,0.216204
766,120.5,4.8615,0.93,0.0248,0.215772
767,115.0,3.654,0.944,0.0278,0.21534
768,74.0,1.8015,0.923,0.0422,0.21491
769,58.0,3.1605,0.92,0.044,0.21448
770,79.5,2.5785,0.89,0.0422,0.214051
771,118.0,0.6345,0.939,0.027,0.213623
772,91.0,3.5415,0.912,0.0447,0.213195
773,121.0,3.9465,0.928,0.0208,0.212769
774,112.0,4.8285,0.924,0.0395,0.212343
775,106.5,1.653,0.944,0.0437,0.211919
776,118.5,2.4645,0.944,0.0312,0.211495
777,130.5,3.7905,0.94,0.0295,0.211072
778,115.5,3.1455,0.963,0.0285,0.21065
779,152.5,5.184,0.96,0.0163,0.210229
780,178.5,4.2345,0.966,0.0163,0.209808
781,148.5,4.422,0.952,0.025,0.209388
782,121.0,1.1295,0.937,0.0275,0.20897
783,118.0,3.225,0.943,0.0308,0.208552
784,111.5,1.074,0.933,0.028,0.208135
785,135.0,3.423,0.949,0.0263,0.207718
786,114.0,5.004,0.939,0.038,0.207303
787,102.0,0.6435,0.948,0.0305,0.206888
788,110.5,1.839,0.93,0.035,0.206475
789,115.0,5.0895,0.934,0.024,0.206062
790,86.5,1.4055,0.913,0.0285,0.205649
791,152.0,4.8345,0.944,0.0223,0.205238
792,121.0,1.704,0.915,0.0318,0.204828
793,143.5,2.277,0.963,0.022,0.204418
794,73.0,1.6425,0.942,0.037,0.204009
795,131.0,2.2695,0.927,0.0233,0.203601
796,59.5,2.082,0.889,0.0403,0.203194
797,89.0,2.409,0.936,0.0265,0.202788
798,131.0,1.9485,0.948,0.0272,0.202382
799,143.5,4.272,0.934,0.0245,0.201977
800,135.0,4.101,0.941,0.0292,0.201573
